net,length_um
datamem.mem\[38\]\[14\],19.945
dp.regfile_rd_dout1_EXMEM.D\[22\],19.94
datamem.mem\[47\]\[18\],19.92
dp.regfile.mem\[21\]\[20\],19.915
datamem.mem\[34\]\[24\],19.905
datamem.mem\[74\]\[11\],19.905
cu.cwordEX\[18\],19.9
datamem.mem\[127\]\[12\],19.9
dp.regfile.mem\[17\]\[16\],19.9
dp.regfile.mem\[9\]\[2\],19.9
datamem._05857_,19.88
dp.funit.s.sr.genblk1\[1\].genblk1\[2\].genblk1.mx._0_,19.88
dp.regfile.mem\[17\]\[18\],19.87
cu.immEX\[18\],19.86
datamem._04849_,19.86
datamem.mem\[25\]\[1\],19.86
datamem.mem\[64\]\[27\],19.86
datamem.rd_dout0\[16\],19.86
net3120,19.86
datamem.mem\[122\]\[28\],19.845
datamem.mem\[30\]\[21\],19.84
dp.regfile.mem\[12\]\[27\],19.84
dp.regfile.mem\[15\]\[21\],19.84
net3776,19.84
cu.immMEM\[14\],19.825
datamem._04588_,19.82
datamem.mem\[12\]\[23\],19.82
datamem.mem\[36\]\[17\],19.82
datamem.mem\[76\]\[29\],19.82
datamem.mem\[80\]\[1\],19.82
datamem.mem\[89\]\[11\],19.82
dp.regfile.mem\[4\]\[16\],19.82
datamem._04542_,19.81
datamem.mem\[44\]\[5\],19.81
datamem.mem\[98\]\[11\],19.805
dp.regfile.mem\[19\]\[1\],19.8
datamem.mem\[85\]\[13\],19.78
datamem.mem\[85\]\[21\],19.78
datamem.mem\[85\]\[6\],19.78
dp.regfile.mem\[7\]\[23\],19.78
datamem._04336_,19.76
datamem._04477_,19.76
datamem._06241_,19.76
dp.regfile._04798_,19.76
dp.regfile.mem\[13\]\[26\],19.76
datamem._05225_,19.74
datamem._05509_,19.74
datamem.mem\[14\]\[7\],19.74
datamem.mem\[43\]\[28\],19.74
datamem._11124_,19.72
datamem.mem\[60\]\[9\],19.72
datamem.mem\[64\]\[31\],19.72
datamem.mem\[77\]\[12\],19.72
datamem.mem\[80\]\[7\],19.72
datamem.mem\[8\]\[6\],19.72
dp.regfile._03315_,19.72
net3493,19.72
datamem.mem\[123\]\[23\],19.7
datamem.mem\[78\]\[16\],19.7
datamem.mem\[7\]\[7\],19.7
dp.funit.alu.Arithmetic_result\[19\],19.7
dp.regfile.mem\[24\]\[14\],19.7
net5064,19.7
dp._0186_,19.695
datamem.mem\[18\]\[16\],19.685
datamem.mem\[29\]\[6\],19.68
datamem.mem\[73\]\[0\],19.68
datamem.mem\[80\]\[28\],19.68
datamem.mem\[26\]\[4\],19.665
datamem.mem\[17\]\[9\],19.66
datamem.mem\[30\]\[30\],19.66
datamem.mem\[69\]\[14\],19.66
datamem.mem\[80\]\[11\],19.66
datamem.mem\[8\]\[22\],19.66
dp.regfile.mem\[30\]\[7\],19.66
datamem.mem\[52\]\[18\],19.65
datamem._04597_,19.64
datamem._05087_,19.64
datamem._05581_,19.64
datamem.mem\[109\]\[30\],19.64
datamem.mem\[21\]\[13\],19.64
datamem.mem\[48\]\[8\],19.64
datamem.mem\[75\]\[24\],19.64
dp.regfile.mem\[2\]\[16\],19.64
net1384,19.64
datamem.mem\[34\]\[12\],19.625
cu.immed_genMEM._06_,19.62
cu.pc_updater.adder.carry_connector\[7\],19.62
datamem._08682_,19.62
datamem._11601_,19.62
datamem._11690_,19.62
dp.regfile._04809_,19.62
dp.regfile.mem\[13\]\[8\],19.62
dp.regfile.mem\[4\]\[17\],19.62
dp.regfile.mem\[5\]\[30\],19.62
dp.regfile._05494_,19.6
dp.regfile._05714_,19.6
dp.regfile.mem\[7\]\[8\],19.6
net2348,19.6
datamem.mem\[107\]\[27\],19.58
datamem.mem\[20\]\[6\],19.58
datamem.mem\[44\]\[24\],19.58
datamem.mem\[72\]\[20\],19.58
dp.funit.alu.rcas.ripple\[11\].full_adder._0_,19.58
dp.regfile.mem\[18\]\[12\],19.58
dp.regfile.mem\[9\]\[16\],19.58
datamem._03494_,19.565
datamem.mem\[60\]\[4\],19.56
dp.funit.alu._003_,19.56
dp.regfile._03849_,19.56
dp.regfile.mem\[28\]\[2\],19.56
datamem.mem\[62\]\[0\],19.545
datamem.mem\[33\]\[5\],19.54
datamem.mem\[61\]\[9\],19.54
dp._0181_,19.54
dp.regfile._05332_,19.54
dp.regfile.mem\[11\]\[14\],19.54
dp.funit.S\[9\],19.52
dp.regfile.mem\[8\]\[18\],19.52
cu.instMEMWB.Q\[3\],19.505
datamem.mem\[20\]\[26\],19.5
dp.regfile.mem\[13\]\[12\],19.5
cu.pc_updater.adder.carry_connector\[21\],19.48
dp.regfile.mem\[31\]\[16\],19.48
dp.regfile.mem\[5\]\[20\],19.48
datamem._00712_,19.475
cu.immed_genEX.inst\[18\],19.47
datamem.mem\[62\]\[18\],19.47
datamem.mem\[82\]\[1\],19.465
datamem._12462_,19.46
datamem.mem\[123\]\[27\],19.46
datamem.mem\[124\]\[31\],19.46
datamem.mem\[32\]\[29\],19.46
datamem.mem\[56\]\[10\],19.46
datamem.mem\[5\]\[13\],19.46
dp._0530_,19.46
datamem._03097_,19.445
datamem.mem\[106\]\[2\],19.445
datamem.mem\[106\]\[3\],19.445
datamem.mem\[110\]\[25\],19.445
datamem.mem\[22\]\[1\],19.445
datamem._11889_,19.44
datamem._12162_,19.44
datamem.mem\[35\]\[20\],19.44
datamem.mem\[40\]\[15\],19.44
dp.regfile._02340_,19.44
datamem.mem\[34\]\[10\],19.425
datamem.mem\[82\]\[0\],19.425
datamem._04183_,19.42
datamem.mem\[104\]\[15\],19.42
datamem.mem\[113\]\[5\],19.42
datamem.mem\[80\]\[3\],19.42
datamem.mem\[85\]\[15\],19.42
dp._0048_,19.42
dp.regfile.mem\[18\]\[1\],19.42
dp.regfile.mem\[8\]\[14\],19.42
dp.regfile_rd_dout1_EXMEM.D\[23\],19.42
cu.pc_updater.adder.carry_connector\[13\],19.4
datamem.mem\[32\]\[16\],19.4
datamem.mem\[39\]\[19\],19.4
datamem.mem\[40\]\[20\],19.4
clknet_leaf_160_clk,19.4
net5449,19.4
datamem.mem\[90\]\[5\],19.39
datamem.mem\[22\]\[2\],19.385
datamem.mem\[34\]\[28\],19.385
datamem.mem\[36\]\[1\],19.38
datamem.mem\[44\]\[2\],19.38
datamem.mem\[67\]\[16\],19.38
dp.regfile.mem\[31\]\[10\],19.38
datamem._12406_,19.36
datamem.mem\[108\]\[30\],19.36
datamem.mem\[124\]\[18\],19.36
datamem.mem\[17\]\[6\],19.36
datamem.mem\[20\]\[17\],19.36
datamem.mem\[56\]\[26\],19.36
datamem.mem\[63\]\[30\],19.36
datamem.mem\[97\]\[11\],19.36
dp.regfile.mem\[13\]\[10\],19.36
dp.regfile.mem\[30\]\[5\],19.36
datamem.mem\[104\]\[19\],19.33
datamem.mem\[4\]\[9\],19.33
cu.pc_updater._156_,19.32
datamem._11503_,19.32
datamem._11928_,19.32
datamem.mem\[11\]\[17\],19.32
datamem.mem\[27\]\[18\],19.32
datamem.mem\[85\]\[12\],19.32
datamem.mem\[97\]\[1\],19.32
dp._0041_,19.32
dp.regfile.mem\[27\]\[28\],19.32
dp.regfile.mem\[5\]\[11\],19.32
net4893,19.32
datamem._12176_,19.3
datamem.mem\[21\]\[25\],19.3
datamem.mem\[89\]\[21\],19.3
dp.regfile.mem\[17\]\[28\],19.3
datamem._04471_,19.28
datamem._04643_,19.28
datamem._12655_,19.28
datamem.mem\[113\]\[28\],19.28
datamem.mem\[9\]\[15\],19.28
dp.funit.alu.rcas.ripple\[10\].full_adder._1_,19.28
dp.regfile.mem\[15\]\[24\],19.28
dp.regfile.mem\[2\]\[19\],19.28
datamem._11610_,19.26
net4649,19.26
datamem.mem\[101\]\[31\],19.24
dp.regfile.mem\[23\]\[30\],19.24
dp.regfile.mem\[9\]\[4\],19.24
datamem.mem\[18\]\[25\],19.23
datamem.mem\[1\]\[7\],19.23
datamem.mem\[26\]\[20\],19.225
datamem.mem\[90\]\[27\],19.225
datamem.mem\[64\]\[18\],19.22
datamem.mem\[97\]\[5\],19.22
dp.funit.s.sr.genblk1\[3\].genblk1\[27\].genblk1.mx.o_mux,19.22
datamem._03528_,19.2
datamem._11566_,19.2
datamem.mem\[107\]\[24\],19.2
datamem.mem\[115\]\[11\],19.2
datamem.mem\[96\]\[19\],19.2
dp.regfile.mem\[14\]\[23\],19.2
dp.regfile.mem\[25\]\[1\],19.2
datamem.mem\[113\]\[13\],19.18
datamem.mem\[49\]\[20\],19.18
dp.regfile._04144_,19.18
dp.regfile._04202_,19.18
dp.regfile._04230_,19.18
cu.pc_updater._006_,19.175
datamem.mem\[2\]\[20\],19.165
datamem._04750_,19.16
datamem.mem\[112\]\[22\],19.16
datamem.mem\[20\]\[5\],19.16
dp.regfile._02470_,19.16
dp.regfile._04812_,19.16
dp.regfile.mem\[22\]\[10\],19.16
datamem.mem\[59\]\[24\],19.15
datamem.mem\[92\]\[16\],19.14
dp.regfile._02851_,19.14
datamem.mem\[122\]\[30\],19.125
datamem._11880_,19.12
datamem.mem\[109\]\[31\],19.12
datamem.mem\[24\]\[16\],19.12
datamem.mem\[45\]\[6\],19.12
datamem.mem\[4\]\[5\],19.12
datamem.mem\[51\]\[11\],19.12
datamem.mem\[96\]\[0\],19.12
dp.regfile.mem\[2\]\[14\],19.12
net2183,19.12
datamem._05569_,19.105
datamem.mem\[107\]\[6\],19.1
datamem.mem\[40\]\[29\],19.1
datamem.mem\[8\]\[27\],19.1
dp.regfile.mem\[30\]\[1\],19.1
dp.regfile.mem\[5\]\[7\],19.1
datamem.mem\[26\]\[14\],19.085
datamem.mem\[118\]\[10\],19.08
datamem.mem\[44\]\[26\],19.08
datamem.mem\[70\]\[3\],19.08
dp._0063_,19.08
dp.funit.alu._001_,19.08
dp.funit.alu.rcas.carry_connector\[30\],19.08
dp.funit.alu.rcas.carry_connector\[6\],19.08
datamem.mem\[42\]\[25\],19.065
datamem._04747_,19.06
datamem._05410_,19.06
datamem._05499_,19.06
datamem._05648_,19.06
datamem.mem\[21\]\[19\],19.06
datamem.mem\[64\]\[3\],19.06
dp.funit.s.reg_B\[16\],19.06
datamem.mem\[88\]\[29\],19.04
datamem.mem\[93\]\[29\],19.04
datamem.mem\[9\]\[18\],19.04
net4999,19.04
cu.immEX\[1\],19.02
datamem._05497_,19.02
datamem._05515_,19.02
datamem._11489_,19.02
datamem.mem\[63\]\[24\],19.02
datamem.mem\[6\]\[6\],19.02
dp.regfile.mem\[9\]\[6\],19.02
datamem.mem\[42\]\[9\],19.01
datamem.mem\[109\]\[26\],19
datamem.mem\[119\]\[11\],19
datamem.mem\[89\]\[24\],19
dp.regfile.mem\[20\]\[20\],19
dp.regfile.mem\[8\]\[15\],19
datamem._12295_,18.99
datamem._07057_,18.98
datamem._09677_,18.98
datamem._12236_,18.98
datamem.mem\[3\]\[17\],18.98
datamem.mem\[9\]\[25\],18.98
dp.regfile._05488_,18.98
dp.regfile.mem\[17\]\[29\],18.98
datamem._12187_,18.97
datamem.mem\[108\]\[11\],18.96
datamem.mem\[36\]\[2\],18.96
datamem.mem\[49\]\[4\],18.96
dp.regfile.mem\[20\]\[28\],18.96
net1375,18.96
net1878,18.96
net5519,18.96
datamem.mem\[25\]\[27\],18.94
datamem.mem\[75\]\[12\],18.94
datamem.mem\[98\]\[9\],18.94
dp.regfile.mem\[22\]\[9\],18.94
datamem.mem\[90\]\[0\],18.925
datamem.mem\[23\]\[14\],18.92
datamem.mem\[48\]\[23\],18.92
dp.regfile._04688_,18.92
dp.regfile._04717_,18.92
datamem._00648_,18.905
datamem.mem\[74\]\[4\],18.905
datamem.mem\[100\]\[11\],18.9
datamem.mem\[104\]\[22\],18.9
datamem.mem\[120\]\[5\],18.9
datamem.mem\[40\]\[9\],18.9
datamem.mem\[72\]\[21\],18.9
datamem.mem\[96\]\[4\],18.9
dp.regfile._02966_,18.9
net3820,18.9
net4679,18.9
datamem.mem\[41\]\[14\],18.88
datamem.mem\[4\]\[11\],18.88
datamem.mem\[67\]\[0\],18.88
datamem.mem\[10\]\[7\],18.865
datamem.mem\[26\]\[26\],18.865
datamem._11530_,18.86
datamem.mem\[49\]\[29\],18.86
datamem.mem\[81\]\[18\],18.86
datamem.mem\[84\]\[7\],18.86
datamem.mem\[89\]\[13\],18.86
net4965,18.86
datamem.mem\[52\]\[13\],18.85
datamem.mem\[106\]\[18\],18.845
datamem.mem\[38\]\[28\],18.845
datamem._06953_,18.84
datamem._09771_,18.84
dp.funit.alu.rcas.carry_connector\[16\],18.84
dp.regfile.mem\[16\]\[0\],18.84
dp.regfile.mem\[6\]\[17\],18.84
dp._0322_,18.835
datamem.mem\[126\]\[19\],18.825
datamem.mem\[50\]\[31\],18.825
datamem._05693_,18.82
datamem.mem\[104\]\[17\],18.82
datamem.mem\[120\]\[12\],18.82
datamem.mem\[48\]\[10\],18.82
datamem.mem\[70\]\[2\],18.82
datamem.mem\[71\]\[2\],18.82
datamem.mem\[89\]\[10\],18.82
net2784,18.82
net5180,18.82
datamem._09458_,18.8
dp._0514_,18.8
dp.regfile.mem\[18\]\[3\],18.8
datamem._01935_,18.785
datamem._09628_,18.78
datamem.mem\[103\]\[17\],18.78
datamem.mem\[1\]\[30\],18.78
datamem.mem\[88\]\[21\],18.78
dp._0427_,18.78
dp.regfile._03982_,18.78
dp.regfile._04063_,18.78
net1680,18.78
net2058,18.78
datamem._08539_,18.76
dp.regfile.mem\[3\]\[26\],18.76
datamem._12016_,18.74
datamem.mem\[14\]\[15\],18.74
datamem.mem\[36\]\[23\],18.74
datamem.mem\[54\]\[13\],18.74
datamem.mem\[8\]\[28\],18.74
datamem.wr_din0\[13\],18.74
dp.regfile.mem\[6\]\[2\],18.74
datamem._07066_,18.72
datamem._08972_,18.72
datamem._12485_,18.72
datamem.mem\[125\]\[8\],18.72
dp._0476_,18.72
dp.funit.alu.Logical_result\[15\],18.72
dp.funit.alu.rcas.carry_connector\[9\],18.72
dp.regfile._03860_,18.72
dp.regfile._05147_,18.72
datamem.mem\[28\]\[30\],18.7
datamem.mem\[45\]\[12\],18.7
datamem.mem\[97\]\[2\],18.7
dp.regfile._03777_,18.7
dp.regfile.mem\[27\]\[29\],18.7
dp.regfile.mem\[7\]\[2\],18.7
net2079,18.7
datamem.mem\[74\]\[0\],18.69
datamem._03103_,18.685
datamem._11637_,18.68
datamem._12600_,18.68
datamem.mem\[118\]\[14\],18.68
datamem.mem\[120\]\[8\],18.68
datamem.mem\[13\]\[14\],18.68
datamem.mem\[97\]\[25\],18.68
dp.funit._072_,18.68
dp.regfile.mem\[8\]\[3\],18.67
datamem.mem\[120\]\[2\],18.66
net3416,18.66
datamem._12328_,18.65
cu.pcEX\[28\],18.64
datamem._05214_,18.64
datamem._11672_,18.64
datamem.mem\[27\]\[28\],18.64
datamem.mem\[44\]\[12\],18.64
dp.regfile.mem\[30\]\[31\],18.64
datamem.mem\[106\]\[10\],18.625
datamem.mem\[62\]\[12\],18.625
datamem._05680_,18.62
datamem._07651_,18.62
dp.funit.s.reg_H\[15\],18.62
dp.regfile._05366_,18.61
cu.cwordMEM\[10\],18.6
datamem._04720_,18.6
datamem._04941_,18.6
datamem._05584_,18.6
datamem._05645_,18.6
datamem._11393_,18.6
datamem._11965_,18.6
datamem._12658_,18.6
datamem.mem\[68\]\[24\],18.6
dp.regfile.mem\[17\]\[20\],18.6
net2377,18.6
net4177,18.6
datamem.mem\[74\]\[27\],18.585
datamem._12744_,18.58
datamem.mem\[121\]\[6\],18.58
datamem.mem\[25\]\[21\],18.58
datamem.mem\[56\]\[13\],18.58
datamem.mem\[56\]\[1\],18.58
datamem.mem\[67\]\[1\],18.58
datamem.mem\[69\]\[26\],18.58
datamem.mem\[87\]\[30\],18.58
net1152,18.58
datamem.mem\[126\]\[27\],18.565
datamem._05360_,18.56
datamem._09616_,18.56
dp.funit.ALU_result\[25\],18.56
net763,18.56
dp.regfile.mem\[13\]\[13\],18.56
net5154,18.56
net5399,18.56
cu.immed_genEX._08_,18.54
datamem._07873_,18.54
datamem.mem\[105\]\[20\],18.54
datamem.mem\[1\]\[25\],18.54
datamem.mem\[23\]\[15\],18.54
datamem.mem\[41\]\[17\],18.54
datamem.mem\[64\]\[16\],18.54
datamem.mem\[89\]\[12\],18.54
datamem.mem\[97\]\[19\],18.54
dp.regfile._02926_,18.54
dp.regfile._03157_,18.54
dp.regfile._05745_,18.54
datamem._03943_,18.525
datamem._05345_,18.52
datamem._11585_,18.52
datamem.mem\[41\]\[10\],18.52
datamem.mem\[71\]\[16\],18.52
net3181,18.52
cu.pc_updater.B\[29\],18.51
datamem.mem\[44\]\[19\],18.5
datamem.mem\[70\]\[22\],18.5
datamem.mem\[126\]\[22\],18.485
cu.cwordEX\[22\],18.48
datamem._04646_,18.48
datamem._11963_,18.48
datamem.mem\[104\]\[12\],18.48
datamem.mem\[111\]\[15\],18.48
datamem.mem\[124\]\[22\],18.48
datamem.mem\[45\]\[25\],18.48
datamem.mem\[60\]\[16\],18.48
datamem.mem\[63\]\[25\],18.48
datamem.mem\[80\]\[6\],18.48
dp._0110_,18.48
dp.funit.alu.rcas.carry_connector\[11\],18.48
dp.funit.alu.rcas.carry_connector\[20\],18.48
net4434,18.48
datamem.mem\[58\]\[28\],18.465
datamem.mem\[111\]\[9\],18.46
datamem.mem\[20\]\[31\],18.46
datamem.wr_strb\[1\],18.46
dp.regfile._04348_,18.46
datamem.mem\[109\]\[28\],18.44
datamem.mem\[120\]\[4\],18.44
datamem.mem\[121\]\[3\],18.44
datamem.mem\[73\]\[26\],18.44
datamem.mem\[97\]\[22\],18.44
dp.regfile.mem\[0\]\[6\],18.44
dp.regfile.mem\[2\]\[12\],18.44
net4686,18.44
datamem.mem\[102\]\[7\],18.43
cu.pc_updater.r\[17\],18.42
datamem.mem\[24\]\[31\],18.42
dp.funit.alu.rcas.ripple\[0\].full_adder._0_,18.42
dp.regfile.mem\[12\]\[2\],18.42
dp.regfile.mem\[30\]\[2\],18.42
dp.regfile._01515_,18.405
cu.cwordEX\[17\],18.4
cu.pc_updater.adder.ripple\[5\].full_adder._2_,18.4
datamem._04834_,18.4
datamem._06545_,18.4
datamem._11684_,18.4
datamem.mem\[104\]\[23\],18.4
datamem.mem\[16\]\[18\],18.4
datamem.mem\[1\]\[27\],18.4
datamem.mem\[3\]\[20\],18.4
datamem.mem\[68\]\[23\],18.4
datamem.mem\[7\]\[5\],18.4
dp.funit.alu._015_,18.4
net4520,18.4
datamem.mem\[101\]\[19\],18.38
dp.funit.s.sr.genblk1\[1\].genblk1\[22\].genblk1.mx._0_,18.38
dp.regfile.mem\[28\]\[1\],18.38
datamem._05008_,18.36
datamem._12605_,18.36
datamem._12840_,18.36
datamem.mem\[108\]\[8\],18.36
datamem.mem\[121\]\[8\],18.36
datamem.mem\[125\]\[13\],18.36
datamem.mem\[32\]\[12\],18.36
datamem.mem\[57\]\[20\],18.36
datamem.mem\[61\]\[30\],18.36
dp.regfile._03792_,18.36
dp.regfile.mem\[17\]\[14\],18.36
datamem._04211_,18.34
datamem.mem\[32\]\[24\],18.34
net4875,18.34
datamem._00606_,18.325
datamem._02473_,18.325
datamem.mem\[35\]\[10\],18.32
datamem.mem\[84\]\[1\],18.32
net5000,18.32
datamem.mem\[114\]\[26\],18.31
datamem.mem\[25\]\[23\],18.3
datamem.mem\[107\]\[31\],18.29
datamem._05144_,18.28
datamem._11897_,18.28
datamem.mem\[25\]\[7\],18.28
datamem.mem\[56\]\[2\],18.28
net5031,18.28
datamem.mem\[125\]\[31\],18.27
datamem.mem\[86\]\[1\],18.265
datamem._05659_,18.26
datamem.mem\[100\]\[6\],18.26
datamem.mem\[16\]\[3\],18.26
dp.regfile._04356_,18.26
net5490,18.26
datamem.mem\[15\]\[24\],18.24
datamem.mem\[29\]\[25\],18.24
datamem.mem\[73\]\[29\],18.24
datamem.mem\[88\]\[6\],18.24
dp.regfile._03470_,18.24
dp.regfile.mem\[5\]\[13\],18.24
net4493,18.24
cu.immed_genMEM._13_,18.23
datamem._01809_,18.225
dp._0191_,18.225
datamem._05275_,18.22
datamem.mem\[49\]\[6\],18.22
datamem.mem\[53\]\[9\],18.22
datamem.mem\[74\]\[29\],18.205
datamem._05091_,18.2
datamem.mem\[120\]\[10\],18.2
datamem.mem\[94\]\[29\],18.2
dp.regfile._01655_,18.2
dp.regfile.mem\[18\]\[2\],18.2
dp.regfile.mem\[25\]\[8\],18.2
dp.regfile.mem\[9\]\[17\],18.2
dp.regfile.mem\[23\]\[4\],18.19
datamem.mem\[16\]\[20\],18.18
datamem.mem\[40\]\[26\],18.18
datamem.mem\[71\]\[3\],18.18
datamem.mem\[50\]\[8\],18.165
dp.funit.alu.Logical_result\[13\],18.16
dp.regfile._03912_,18.16
dp.regfile.mem\[3\]\[6\],18.16
dp.regfile.mem\[4\]\[18\],18.16
datamem._05035_,18.14
datamem._09507_,18.14
datamem._11701_,18.14
dp._0374_,18.14
dp.funit.alu._020_,18.14
dp.regfile._05653_,18.14
datamem._10038_,18.12
datamem.mem\[113\]\[31\],18.12
datamem.mem\[48\]\[4\],18.12
net5371,18.12
datamem.mem\[49\]\[23\],18.11
datamem._02275_,18.105
datamem.mem\[110\]\[29\],18.105
datamem.mem\[74\]\[31\],18.105
cu.pcEX\[14\],18.1
datamem.mem\[36\]\[13\],18.1
datamem.mem\[92\]\[3\],18.1
dp.regfile._02151_,18.1
net4916,18.1
datamem.mem\[46\]\[7\],18.09
datamem.mem\[100\]\[10\],18.08
datamem.mem\[118\]\[28\],18.08
datamem.mem\[57\]\[31\],18.08
datamem.mem\[6\]\[16\],18.08
datamem.mem\[8\]\[15\],18.08
dp.regfile._03563_,18.08
dp.regfile.mem\[12\]\[28\],18.08
datamem.mem\[2\]\[16\],18.07
datamem.mem\[114\]\[20\],18.065
datamem._05210_,18.06
datamem._07677_,18.06
datamem.mem\[77\]\[24\],18.06
datamem.mem\[95\]\[7\],18.06
dp.funit.alu.rcas.ripple\[23\].full_adder._1_,18.06
dp.regfile.mem\[5\]\[17\],18.06
datamem.mem\[42\]\[2\],18.05
datamem.mem\[98\]\[29\],18.05
datamem._05139_,18.04
datamem.mem\[68\]\[1\],18.04
net5747,18.04
datamem.mem\[110\]\[9\],18.035
cu.instr_decMEM._06_,18.02
cu.pc_updater.B\[17\],18.02
datamem._04434_,18.02
datamem._04566_,18.02
datamem._04648_,18.02
datamem.mem\[100\]\[13\],18.02
datamem.mem\[112\]\[15\],18.02
datamem.mem\[36\]\[8\],18.02
datamem.mem\[60\]\[26\],18.02
datamem.mem\[88\]\[18\],18.02
datamem.mem\[8\]\[20\],18.02
dp.regfile._05501_,18.02
net2247,18.02
net4389,18.02
cu.cwordEX\[14\],18
datamem._09844_,18
datamem._10540_,18
datamem._11055_,18
datamem.mem\[81\]\[29\],18
datamem.mem\[81\]\[2\],18
dp.regfile._03492_,18
dp.regfile.mem\[27\]\[15\],18
net3117,18
net3759,18
dp.regfile.mem\[18\]\[26\],17.99
datamem.mem\[106\]\[24\],17.985
datamem.mem\[104\]\[30\],17.98
datamem.mem\[108\]\[14\],17.98
datamem.mem\[113\]\[30\],17.98
datamem.mem\[19\]\[22\],17.98
datamem.mem\[32\]\[20\],17.98
datamem.mem\[3\]\[15\],17.98
datamem.mem\[48\]\[15\],17.98
datamem.mem\[84\]\[5\],17.98
datamem.mem\[92\]\[19\],17.98
datamem.mem\[97\]\[18\],17.98
dp.regfile._03527_,17.98
dp.regfile._04421_,17.98
dp.regfile._04769_,17.98
dp.regfile.mem\[3\]\[25\],17.98
dp.regfile.mem\[8\]\[27\],17.98
datamem.mem\[38\]\[25\],17.975
datamem.mem\[46\]\[3\],17.975
datamem.mem\[110\]\[3\],17.965
datamem._09208_,17.96
datamem._12336_,17.96
datamem.mem\[103\]\[11\],17.96
datamem.mem\[22\]\[28\],17.945
cu.pc_updater.r\[3\],17.94
datamem._09754_,17.94
datamem._12659_,17.94
datamem.mem\[108\]\[28\],17.94
datamem.mem\[16\]\[31\],17.94
datamem.mem\[25\]\[24\],17.94
datamem.mem\[40\]\[23\],17.94
dp.regfile._05014_,17.94
dp.regfile._05758_,17.94
datamem.mem\[74\]\[22\],17.925
datamem._07097_,17.92
datamem._11757_,17.92
datamem._12115_,17.92
datamem._12857_,17.92
datamem.mem\[70\]\[17\],17.92
net854,17.92
dp.regfile.mem\[8\]\[28\],17.92
datamem._04261_,17.9
datamem.mem\[105\]\[1\],17.9
datamem.mem\[125\]\[23\],17.9
datamem.mem\[31\]\[21\],17.9
datamem.mem\[99\]\[4\],17.9
datamem.mem\[9\]\[6\],17.9
dp.funit.alu.rcas.ripple\[23\].full_adder._0_,17.9
datamem.mem\[75\]\[31\],17.89
datamem.mem\[124\]\[7\],17.88
datamem.mem\[59\]\[0\],17.88
datamem.mem\[65\]\[25\],17.88
dp.regfile.mem\[17\]\[12\],17.88
datamem._05675_,17.86
datamem._11407_,17.86
datamem.mem\[29\]\[31\],17.86
datamem.mem\[36\]\[21\],17.86
datamem.mem\[36\]\[3\],17.86
datamem.mem\[44\]\[18\],17.86
datamem.mem\[49\]\[17\],17.86
datamem.mem\[78\]\[6\],17.86
dp.regfile.mem\[7\]\[1\],17.86
datamem.mem\[20\]\[21\],17.84
datamem.mem\[48\]\[1\],17.84
dp.funit.s.sr.genblk1\[2\].genblk1\[20\].genblk1.mx.o_mux,17.84
dp.regfile.mem\[3\]\[5\],17.84
datamem.mem\[34\]\[31\],17.825
datamem._08918_,17.82
datamem._12281_,17.82
datamem._12348_,17.82
datamem.mem\[21\]\[6\],17.82
datamem.mem\[24\]\[8\],17.82
datamem.mem\[30\]\[26\],17.82
datamem.mem\[44\]\[0\],17.82
datamem.mem\[73\]\[23\],17.82
dp.regfile._05452_,17.82
dp.regfile.mem\[13\]\[7\],17.82
dp.regfile.mem\[23\]\[5\],17.82
datamem.mem\[86\]\[12\],17.815
datamem.mem\[102\]\[17\],17.81
datamem._04289_,17.8
datamem._04354_,17.8
datamem._12594_,17.8
datamem.mem\[124\]\[24\],17.8
datamem.mem\[16\]\[25\],17.8
datamem.mem\[38\]\[29\],17.8
datamem.mem\[3\]\[25\],17.8
datamem.mem\[44\]\[16\],17.8
dp.regfile.mem\[16\]\[4\],17.8
dp.regfile.mem\[5\]\[2\],17.8
cu.immMEM\[16\],17.78
datamem._12734_,17.78
datamem.mem\[19\]\[4\],17.78
datamem.mem\[44\]\[15\],17.78
datamem.mem\[84\]\[24\],17.78
dp.funit.alu.rcas.ripple\[8\].full_adder._1_,17.78
dp.regfile.mem\[2\]\[10\],17.78
datamem.mem\[3\]\[16\],17.77
datamem.mem\[70\]\[5\],17.76
datamem.mem\[71\]\[11\],17.76
datamem.mem\[93\]\[15\],17.76
datamem.mem\[42\]\[3\],17.745
datamem.mem\[50\]\[12\],17.745
datamem.mem\[85\]\[7\],17.74
datamem.mem\[99\]\[22\],17.74
dp.regfile._04654_,17.74
datamem.mem\[74\]\[10\],17.735
datamem.mem\[102\]\[21\],17.725
datamem.mem\[84\]\[21\],17.72
datamem.mem\[22\]\[10\],17.71
datamem.mem\[114\]\[22\],17.705
datamem._05289_,17.7
datamem._12266_,17.7
datamem.mem\[37\]\[4\],17.7
dp.regfile.mem\[20\]\[5\],17.7
dp.regfile.mem\[28\]\[30\],17.7
datamem._02455_,17.685
datamem._09508_,17.68
datamem._11643_,17.68
net5925,17.68
datamem._09444_,17.66
datamem.mem\[125\]\[26\],17.66
datamem.mem\[3\]\[23\],17.66
datamem.mem\[89\]\[19\],17.66
datamem.mem\[112\]\[14\],17.65
datamem._03005_,17.645
datamem._04381_,17.64
datamem.mem\[93\]\[31\],17.64
datamem.mem\[126\]\[29\],17.625
cu.pcEX\[22\],17.62
