net,length_um
cu.pc_updater._182_,2.62
cu.pc_updater.adder.ripple\[14\].full_adder._1_,2.62
datamem._04178_,2.62
datamem._04192_,2.62
datamem._04499_,2.62
datamem._04551_,2.62
datamem._04662_,2.62
datamem._04824_,2.62
datamem._04918_,2.62
datamem._05425_,2.62
datamem._05529_,2.62
datamem._05537_,2.62
datamem._05635_,2.62
datamem._05718_,2.62
datamem._05850_,2.62
datamem._05999_,2.62
datamem._06017_,2.62
datamem._06042_,2.62
datamem._06054_,2.62
datamem._06057_,2.62
datamem._06191_,2.62
datamem._06357_,2.62
datamem._06450_,2.62
datamem._06489_,2.62
datamem._06665_,2.62
datamem._06752_,2.62
datamem._06813_,2.62
datamem._06832_,2.62
datamem._06875_,2.62
datamem._07026_,2.62
datamem._07305_,2.62
datamem._07380_,2.62
datamem._07679_,2.62
datamem._07843_,2.62
datamem._07850_,2.62
datamem._08016_,2.62
datamem._08173_,2.62
datamem._08261_,2.62
datamem._08312_,2.62
datamem._08480_,2.62
datamem._08516_,2.62
datamem._08738_,2.62
datamem._08826_,2.62
datamem._08925_,2.62
datamem._09438_,2.62
datamem._09660_,2.62
datamem._09949_,2.62
datamem._10033_,2.62
datamem._10138_,2.62
datamem._10210_,2.62
datamem._10406_,2.62
datamem._10462_,2.62
datamem._10480_,2.62
datamem._10702_,2.62
datamem._10827_,2.62
datamem._10831_,2.62
datamem._10859_,2.62
datamem._11280_,2.62
datamem._11804_,2.62
datamem._11891_,2.62
datamem._12005_,2.62
datamem._12023_,2.62
datamem._12262_,2.62
datamem._12593_,2.62
datamem._12595_,2.62
datamem._12832_,2.62
dp._0185_,2.62
dp._0298_,2.62
dp._0470_,2.62
dp.funit.S\[20\],2.62
dp.funit.alu.lu._083_,2.62
dp.funit.alu.lu._104_,2.62
dp.funit.s.sr.genblk1\[1\].genblk1\[3\].genblk1.mx._0_,2.62
dp.funit.s.sr.genblk1\[3\].genblk1\[5\].genblk1.mx._0_,2.62
net278,2.62
net281,2.62
net287,2.62
net294,2.62
net297,2.62
net301,2.62
net309,2.62
net314,2.62
net318,2.62
net321,2.62
net322,2.62
net894,2.62
net902,2.62
net903,2.62
net904,2.62
net905,2.62
net906,2.62
net907,2.62
net910,2.62
net919,2.62
net922,2.62
net923,2.62
net929,2.62
net934,2.62
net937,2.62
net951,2.62
net955,2.62
net958,2.62
net966,2.62
net973,2.62
net985,2.62
net991,2.62
net996,2.62
net1003,2.62
net1008,2.62
net1009,2.62
net1014,2.62
net1016,2.62
net1020,2.62
net1023,2.62
net1028,2.62
net1033,2.62
net1037,2.62
net1045,2.62
net1046,2.62
net1051,2.62
net1053,2.62
net1065,2.62
net1070,2.62
net1072,2.62
net1073,2.62
net1077,2.62
net1090,2.62
net1092,2.62
net1107,2.62
net1108,2.62
net1114,2.62
net1128,2.62
net1131,2.62
net1144,2.62
net1148,2.62
net1150,2.62
net1154,2.62
net1161,2.62
net1163,2.62
net1164,2.62
net1165,2.62
net1166,2.62
net1168,2.62
net1175,2.62
net1181,2.62
net1185,2.62
net1186,2.62
net1190,2.62
net1191,2.62
net1194,2.62
net1196,2.62
net1214,2.62
net1222,2.62
net1231,2.62
net1243,2.62
net1244,2.62
net1247,2.62
net1248,2.62
net1254,2.62
net1255,2.62
net1258,2.62
net1260,2.62
net1263,2.62
net1266,2.62
net1272,2.62
net1273,2.62
net1275,2.62
net1283,2.62
net1286,2.62
net1289,2.62
net1290,2.62
net401,2.62
net403,2.62
net404,2.62
net405,2.62
net416,2.62
net417,2.62
net434,2.62
net435,2.62
net443,2.62
net446,2.62
net452,2.62
net466,2.62
net467,2.62
net470,2.62
net473,2.62
net475,2.62
net485,2.62
net487,2.62
net491,2.62
net495,2.62
net499,2.62
net502,2.62
net505,2.62
net513,2.62
net517,2.62
net521,2.62
net523,2.62
net540,2.62
net548,2.62
net549,2.62
net550,2.62
net551,2.62
net552,2.62
net553,2.62
net557,2.62
net568,2.62
net573,2.62
net574,2.62
net575,2.62
net580,2.62
net588,2.62
net590,2.62
net591,2.62
net595,2.62
net596,2.62
net597,2.62
net603,2.62
net605,2.62
net608,2.62
net614,2.62
net626,2.62
net628,2.62
net631,2.62
net632,2.62
net633,2.62
net634,2.62
net638,2.62
net640,2.62
net646,2.62
net650,2.62
net659,2.62
net660,2.62
net669,2.62
net671,2.62
net675,2.62
net680,2.62
net681,2.62
net687,2.62
net690,2.62
net699,2.62
net701,2.62
net703,2.62
net705,2.62
net706,2.62
net707,2.62
net709,2.62
net710,2.62
net729,2.62
net739,2.62
net741,2.62
net742,2.62
net745,2.62
net748,2.62
net753,2.62
net755,2.62
net768,2.62
net771,2.62
net779,2.62
net783,2.62
net785,2.62
net790,2.62
net791,2.62
net793,2.62
net795,2.62
net807,2.62
net809,2.62
net811,2.62
net812,2.62
net819,2.62
net820,2.62
net823,2.62
net827,2.62
net829,2.62
net835,2.62
net836,2.62
net837,2.62
net840,2.62
net843,2.62
net844,2.62
net857,2.62
net861,2.62
net868,2.62
net870,2.62
net877,2.62
net893,2.62
net337,2.62
net344,2.62
net346,2.62
net354,2.62
net364,2.62
net368,2.62
net372,2.62
net374,2.62
net375,2.62
net376,2.62
net378,2.62
net380,2.62
net384,2.62
net385,2.62
net387,2.62
net273,2.62
dp.regfile._01074_,2.62
dp.regfile._01093_,2.62
dp.regfile._01095_,2.62
dp.regfile._01160_,2.62
dp.regfile._01180_,2.62
dp.regfile._01207_,2.62
dp.regfile._01263_,2.62
dp.regfile._01278_,2.62
dp.regfile._01284_,2.62
dp.regfile._01404_,2.62
dp.regfile._01468_,2.62
dp.regfile._01473_,2.62
dp.regfile._01501_,2.62
dp.regfile._01541_,2.62
dp.regfile._01571_,2.62
dp.regfile._01586_,2.62
dp.regfile._01725_,2.62
dp.regfile._01751_,2.62
dp.regfile._01767_,2.62
dp.regfile._01790_,2.62
dp.regfile._01811_,2.62
dp.regfile._01828_,2.62
dp.regfile._01914_,2.62
dp.regfile._02034_,2.62
dp.regfile._02037_,2.62
dp.regfile._02120_,2.62
dp.regfile._02444_,2.62
dp.regfile._02456_,2.62
dp.regfile._02699_,2.62
dp.regfile._02985_,2.62
dp.regfile._03024_,2.62
dp.regfile._03043_,2.62
dp.regfile._03154_,2.62
dp.regfile._03164_,2.62
dp.regfile._03650_,2.62
dp.regfile._03831_,2.62
dp.regfile._04083_,2.62
dp.regfile._04128_,2.62
dp.regfile._04345_,2.62
dp.regfile._04405_,2.62
dp.regfile._04670_,2.62
dp.regfile._04730_,2.62
dp.regfile._04831_,2.62
dp.regfile._04964_,2.62
dp.regfile._05022_,2.62
dp.regfile._05170_,2.62
dp.regfile._05227_,2.62
dp.regfile._05354_,2.62
dp.regfile._05382_,2.62
dp.regfile._05578_,2.62
dp.regfile._05582_,2.62
net1326,2.62
net1353,2.62
net1842,2.62
net2638,2.62
net2927,2.62
net3150,2.62
net3410,2.62
net3419,2.62
net3855,2.62
net4149,2.62
net4562,2.62
net4635,2.62
net4658,2.62
net4829,2.62
net4963,2.62
net5357,2.62
net5610,2.62
net5673,2.62
net6077,2.62
datamem._00073_,2.595
datamem._00184_,2.595
datamem._00225_,2.595
datamem._00256_,2.595
datamem._00421_,2.595
datamem._00737_,2.595
datamem._00811_,2.595
datamem._01077_,2.595
datamem._01193_,2.595
datamem._01536_,2.595
datamem._01798_,2.595
datamem._02204_,2.595
datamem._02422_,2.595
datamem._02976_,2.595
datamem._03049_,2.595
datamem._04076_,2.595
datamem._00283_,2.585
datamem._00442_,2.585
datamem._00794_,2.585
datamem._01195_,2.585
datamem._01271_,2.585
datamem._01581_,2.585
datamem._02224_,2.585
datamem._02269_,2.585
datamem._02303_,2.585
datamem._02955_,2.585
datamem._03533_,2.585
datamem._03675_,2.585
datamem._03793_,2.585
datamem._03995_,2.585
datamem._04012_,2.585
datamem._12014_,2.57
datamem._00241_,2.545
datamem._00294_,2.545
datamem._00332_,2.545
datamem._00384_,2.545
datamem._00408_,2.545
datamem._00535_,2.545
datamem._00542_,2.545
datamem._00587_,2.545
datamem._00608_,2.545
datamem._00801_,2.545
datamem._00898_,2.545
datamem._00998_,2.545
datamem._01020_,2.545
datamem._01192_,2.545
datamem._01201_,2.545
datamem._01230_,2.545
datamem._01370_,2.545
datamem._01373_,2.545
datamem._01474_,2.545
datamem._01585_,2.545
datamem._01619_,2.545
datamem._01666_,2.545
datamem._01732_,2.545
datamem._01816_,2.545
datamem._01843_,2.545
datamem._02026_,2.545
datamem._02132_,2.545
datamem._02388_,2.545
datamem._02583_,2.545
datamem._02584_,2.545
datamem._02589_,2.545
datamem._02628_,2.545
datamem._02795_,2.545
datamem._02968_,2.545
datamem._02969_,2.545
datamem._03399_,2.545
datamem._03468_,2.545
datamem._03564_,2.545
datamem._03593_,2.545
datamem._03595_,2.545
datamem._03600_,2.545
datamem._03696_,2.545
datamem._03720_,2.545
datamem._03750_,2.545
datamem._03803_,2.545
datamem._03925_,2.545
datamem._04055_,2.545
datamem._00394_,2.52
datamem._02684_,2.52
datamem._06097_,2.52
datamem._06131_,2.52
datamem._06163_,2.52
datamem._06168_,2.52
datamem._06313_,2.52
datamem._06605_,2.52
datamem._06652_,2.52
datamem._06680_,2.52
datamem._06687_,2.52
datamem._06688_,2.52
datamem._06737_,2.52
datamem._06991_,2.52
datamem._06995_,2.52
datamem._07043_,2.52
datamem._07084_,2.52
datamem._07248_,2.52
datamem._07729_,2.52
datamem._07808_,2.52
datamem._08028_,2.52
datamem._08084_,2.52
datamem._08213_,2.52
datamem._08294_,2.52
datamem._08554_,2.52
datamem._08565_,2.52
datamem._08633_,2.52
datamem._08750_,2.52
datamem._08840_,2.52
datamem._08894_,2.52
datamem._09055_,2.52
datamem._09133_,2.52
datamem._09199_,2.52
datamem._09205_,2.52
datamem._09225_,2.52
datamem._09230_,2.52
datamem._09264_,2.52
datamem._09349_,2.52
datamem._09974_,2.52
datamem._09982_,2.52
datamem._09996_,2.52
datamem._10068_,2.52
datamem._10176_,2.52
datamem._10185_,2.52
datamem._10239_,2.52
datamem._10278_,2.52
datamem._10284_,2.52
datamem._10321_,2.52
datamem._10448_,2.52
datamem._10459_,2.52
datamem._10484_,2.52
datamem._10542_,2.52
datamem._10690_,2.52
datamem._10771_,2.52
datamem._10828_,2.52
datamem._10901_,2.52
datamem._10968_,2.52
datamem._11025_,2.52
dp._0116_,2.52
dp.funit.alu.lu._015_,2.52
dp.regfile._02136_,2.52
dp.regfile._02213_,2.52
dp.regfile._02318_,2.52
dp.regfile._02362_,2.52
dp.regfile._02410_,2.52
dp.regfile._02478_,2.52
dp.regfile._02484_,2.52
dp.regfile._02513_,2.52
dp.regfile._02517_,2.52
dp.regfile._02576_,2.52
dp.regfile._02586_,2.52
dp.regfile._02597_,2.52
dp.regfile._02630_,2.52
dp.regfile._02749_,2.52
dp.regfile._02796_,2.52
dp.regfile._02814_,2.52
dp.regfile._02836_,2.52
dp.regfile._02843_,2.52
dp.regfile._02856_,2.52
dp.regfile._02975_,2.52
dp.regfile._02980_,2.52
dp.regfile._02987_,2.52
dp.regfile._03063_,2.52
dp.regfile._03073_,2.52
dp.regfile._03110_,2.52
dp.regfile._03114_,2.52
dp.regfile._03197_,2.52
dp.regfile._03307_,2.52
dp.regfile._05157_,2.52
dp.regfile._05550_,2.52
net256,2.5
cu.instMEMWB.Q\[10\],2.5
cu.pc_updater._134_,2.5
datamem._04100_,2.5
datamem._04103_,2.5
datamem._04130_,2.5
datamem._04365_,2.5
datamem._04375_,2.5
datamem._04910_,2.5
datamem._05209_,2.5
datamem._05323_,2.5
datamem._05742_,2.5
datamem._05840_,2.5
datamem._05861_,2.5
datamem._05946_,2.5
datamem._06055_,2.5
datamem._06134_,2.5
datamem._06135_,2.5
datamem._06300_,2.5
datamem._06429_,2.5
datamem._06435_,2.5
datamem._06439_,2.5
datamem._06854_,2.5
datamem._06869_,2.5
datamem._06999_,2.5
datamem._07030_,2.5
datamem._07083_,2.5
datamem._07111_,2.5
datamem._07182_,2.5
datamem._07277_,2.5
datamem._07278_,2.5
datamem._07335_,2.5
datamem._07436_,2.5
datamem._07489_,2.5
datamem._07491_,2.5
datamem._07518_,2.5
datamem._07519_,2.5
datamem._07606_,2.5
datamem._07660_,2.5
datamem._07675_,2.5
datamem._07805_,2.5
datamem._07807_,2.5
datamem._07874_,2.5
datamem._08144_,2.5
datamem._08149_,2.5
datamem._08272_,2.5
datamem._08339_,2.5
datamem._08504_,2.5
datamem._08515_,2.5
datamem._08642_,2.5
datamem._08773_,2.5
datamem._08795_,2.5
datamem._08839_,2.5
datamem._08845_,2.5
datamem._09107_,2.5
datamem._09171_,2.5
datamem._09249_,2.5
datamem._09253_,2.5
datamem._09387_,2.5
datamem._09399_,2.5
datamem._09432_,2.5
datamem._09525_,2.5
datamem._09687_,2.5
datamem._09730_,2.5
datamem._09743_,2.5
datamem._09918_,2.5
datamem._10105_,2.5
datamem._10117_,2.5
datamem._10154_,2.5
datamem._10251_,2.5
datamem._10290_,2.5
datamem._10304_,2.5
datamem._10328_,2.5
datamem._10416_,2.5
datamem._10654_,2.5
datamem._10944_,2.5
datamem._10948_,2.5
datamem._10957_,2.5
datamem._10989_,2.5
datamem._11170_,2.5
datamem._11452_,2.5
datamem._12877_,2.5
datamem.mem\[7\]\[15\],2.5
dp._0460_,2.5
dp.funit.ALU_result\[21\],2.5
dp.funit.alu.lu._105_,2.5
dp.funit.s._037_,2.5
dp.funit.s.sr.genblk1\[2\].genblk1\[22\].genblk1.mx._0_,2.5
dp.funit.s.sr.genblk1\[3\].genblk1\[13\].genblk1.mx._0_,2.5
dp.funit.s.sr.genblk1\[4\].genblk1\[13\].genblk1.mx._0_,2.5
dp.funit.s.sr.genblk1\[4\].genblk1\[30\].genblk1.mx._0_,2.5
dp.funit.s.sr.genblk1\[4\].genblk1\[9\].genblk1.mx.o_mux,2.5
dp.regfile._01293_,2.5
dp.regfile._01885_,2.5
dp.regfile._01993_,2.5
dp.regfile._02014_,2.5
dp.regfile._02060_,2.5
dp.regfile._02072_,2.5
dp.regfile._02093_,2.5
dp.regfile._02128_,2.5
dp.regfile._02145_,2.5
dp.regfile._02397_,2.5
dp.regfile._02459_,2.5
dp.regfile._02557_,2.5
dp.regfile._02891_,2.5
dp.regfile._02959_,2.5
dp.regfile._03013_,2.5
dp.regfile._03100_,2.5
dp.regfile._03559_,2.5
dp.regfile._03945_,2.5
net2277,2.5
net2988,2.5
net3399,2.5
net4331,2.5
net4703,2.5
datamem._00634_,2.495
datamem._03679_,2.495
datamem._02803_,2.48
datamem._09798_,2.48
net250,2.465
net262,2.465
dp.regfile._01677_,2.465
dp.regfile._01879_,2.465
datamem._00236_,2.425
datamem._01330_,2.425
datamem._03046_,2.425
datamem._03729_,2.425
datamem._06238_,2.4
datamem._08486_,2.4
datamem._08553_,2.4
datamem._12430_,2.4
dp.funit.alu.Logical_result\[20\],2.4
dp.funit.alu.Logical_result\[26\],2.4
dp.regfile._03571_,2.4
dp.regfile._03739_,2.4
dp.regfile._03964_,2.4
dp.regfile._03976_,2.4
dp.regfile._04268_,2.4
dp.regfile._04283_,2.4
dp.regfile._04375_,2.4
dp.regfile._04391_,2.4
dp.regfile._04433_,2.4
dp.regfile._04478_,2.4
dp.regfile._04784_,2.4
dp.regfile._05061_,2.4
dp.regfile._05091_,2.4
dp.regfile._05390_,2.4
net1879,2.4
net2500,2.4
net2618,2.4
net2637,2.4
net2833,2.4
net2847,2.4
net2857,2.4
net3223,2.4
net3378,2.4
net3577,2.4
net3771,2.4
net3816,2.4
net4217,2.4
net4369,2.4
net4400,2.4
net4741,2.4
net4794,2.4
net5009,2.4
net5075,2.4
net5185,2.4
net5223,2.4
net5342,2.4
net5670,2.4
net5887,2.4
net5915,2.4
net259,2.38
datamem._01209_,2.38
datamem._04843_,2.38
datamem._11563_,2.38
dp.regfile._01310_,2.38
dp.regfile._01409_,2.38
dp.regfile._01436_,2.38
dp.regfile._01664_,2.38
dp.regfile._01802_,2.38
dp.regfile._05397_,2.38
datamem._00018_,2.375
datamem._00051_,2.375
datamem._00118_,2.375
datamem._00329_,2.375
datamem._00388_,2.375
datamem._00457_,2.375
datamem._00971_,2.375
datamem._00981_,2.375
datamem._01159_,2.375
datamem._01300_,2.375
datamem._01344_,2.375
datamem._01493_,2.375
datamem._01518_,2.375
datamem._01616_,2.375
datamem._01864_,2.375
datamem._01965_,2.375
datamem._02075_,2.375
datamem._02187_,2.375
datamem._02197_,2.375
datamem._02502_,2.375
datamem._02716_,2.375
datamem._02747_,2.375
datamem._02804_,2.375
datamem._02882_,2.375
datamem._02970_,2.375
datamem._02995_,2.375
datamem._03044_,2.375
datamem._03150_,2.375
datamem._03223_,2.375
datamem._03225_,2.375
datamem._03258_,2.375
datamem._03284_,2.375
datamem._03387_,2.375
datamem._03457_,2.375
datamem._03582_,2.375
datamem._03627_,2.375
datamem._03689_,2.375
datamem._03800_,2.375
datamem._03969_,2.375
datamem._08247_,2.375
datamem._00004_,2.325
datamem._00173_,2.325
datamem._00219_,2.325
datamem._00245_,2.325
datamem._00360_,2.325
datamem._00427_,2.325
datamem._00454_,2.325
datamem._00462_,2.325
datamem._00531_,2.325
datamem._00548_,2.325
datamem._00655_,2.325
datamem._00720_,2.325
datamem._00808_,2.325
datamem._00961_,2.325
datamem._00976_,2.325
datamem._00979_,2.325
datamem._01150_,2.325
datamem._01170_,2.325
datamem._01218_,2.325
datamem._01228_,2.325
datamem._01236_,2.325
datamem._01341_,2.325
datamem._01356_,2.325
datamem._01369_,2.325
datamem._01445_,2.325
datamem._01556_,2.325
datamem._01572_,2.325
datamem._01647_,2.325
datamem._01655_,2.325
datamem._01657_,2.325
datamem._01667_,2.325
datamem._01728_,2.325
datamem._01731_,2.325
datamem._01733_,2.325
datamem._01825_,2.325
datamem._01858_,2.325
datamem._01882_,2.325
datamem._01903_,2.325
datamem._01909_,2.325
datamem._01943_,2.325
datamem._02229_,2.325
datamem._02247_,2.325
datamem._02661_,2.325
datamem._02721_,2.325
datamem._02921_,2.325
datamem._03169_,2.325
datamem._03189_,2.325
datamem._03201_,2.325
datamem._03217_,2.325
datamem._03283_,2.325
datamem._03310_,2.325
datamem._03355_,2.325
datamem._03367_,2.325
datamem._03677_,2.325
datamem._03693_,2.325
datamem._03825_,2.325
datamem._03859_,2.325
datamem._03869_,2.325
datamem._03948_,2.325
datamem._04006_,2.325
datamem._04078_,2.325
net247,2.3
cu.pc_updater._116_,2.3
cu.pc_updater.adder.ripple\[15\].full_adder._1_,2.3
datamem._04097_,2.3
datamem._04596_,2.3
datamem._05533_,2.3
datamem._05559_,2.3
datamem._07116_,2.3
datamem._09606_,2.3
datamem._11574_,2.3
datamem._11942_,2.3
datamem._12141_,2.3
datamem._12198_,2.3
datamem._12461_,2.3
datamem._12555_,2.3
dp.funit._062_,2.3
net936,2.3
net967,2.3
net989,2.3
net1021,2.3
net436,2.3
net469,2.3
net370,2.3
dp.regfile._03590_,2.3
dp.regfile._03724_,2.3
dp.regfile._03802_,2.3
dp.regfile._03954_,2.3
dp.regfile._03972_,2.3
dp.regfile._04033_,2.3
dp.regfile._04357_,2.3
dp.regfile._04366_,2.3
dp.regfile._04434_,2.3
dp.regfile._04531_,2.3
dp.regfile._04646_,2.3
dp.regfile._04739_,2.3
dp.regfile._04834_,2.3
dp.regfile._04848_,2.3
dp.regfile._05008_,2.3
dp.regfile._05076_,2.3
dp.regfile._05092_,2.3
dp.regfile._05099_,2.3
dp.regfile._05135_,2.3
dp.regfile._05138_,2.3
dp.regfile._05182_,2.3
dp.regfile._05203_,2.3
dp.regfile._05219_,2.3
dp.regfile._05276_,2.3
dp.regfile._05313_,2.3
dp.regfile._05420_,2.3
dp.regfile._05446_,2.3
dp.regfile._05562_,2.3
dp.regfile._05618_,2.3
net1344,2.3
net1383,2.3
net1477,2.3
net1747,2.3
net1796,2.3
net1896,2.3
net2113,2.3
net5025,2.3
net5868,2.3
net5948,2.3
net6053,2.3
datamem._04518_,2.28
datamem._04568_,2.28
datamem._04660_,2.28
datamem._04874_,2.28
datamem._11573_,2.28
dp.funit.alu.lu._041_,2.28
dp.regfile._01097_,2.28
dp.regfile._01155_,2.28
dp.regfile._01163_,2.28
dp.regfile._01170_,2.28
dp.regfile._01181_,2.28
dp.regfile._01241_,2.28
dp.regfile._01244_,2.28
dp.regfile._01256_,2.28
dp.regfile._01269_,2.28
dp.regfile._01336_,2.28
dp.regfile._01356_,2.28
dp.regfile._01379_,2.28
dp.regfile._01380_,2.28
dp.regfile._01426_,2.28
dp.regfile._01503_,2.28
dp.regfile._01513_,2.28
dp.regfile._01616_,2.28
dp.regfile._01644_,2.28
dp.regfile._01669_,2.28
dp.regfile._01672_,2.28
dp.regfile._01688_,2.28
dp.regfile._01690_,2.28
dp.regfile._01706_,2.28
dp.regfile._01717_,2.28
dp.regfile._01753_,2.28
dp.regfile._01761_,2.28
dp.regfile._01807_,2.28
dp.regfile._01868_,2.28
dp.regfile._01886_,2.28
dp.regfile._01902_,2.28
dp.regfile._01928_,2.28
dp.regfile._01933_,2.28
dp.regfile._01952_,2.28
dp.regfile._01988_,2.28
dp.regfile._01995_,2.28
dp.regfile._02038_,2.28
dp.regfile._02047_,2.28
dp.regfile._03495_,2.28
dp.regfile._03731_,2.28
dp.regfile._04046_,2.28
dp.regfile._04210_,2.28
dp.regfile._04894_,2.28
net1337,2.28
net1364,2.28
net2089,2.28
datamem._00012_,2.255
datamem._00042_,2.255
datamem._00043_,2.255
datamem._00049_,2.255
datamem._00209_,2.255
datamem._00250_,2.255
datamem._00350_,2.255
datamem._00613_,2.255
datamem._00676_,2.255
datamem._00715_,2.255
datamem._01037_,2.255
datamem._01053_,2.255
datamem._01116_,2.255
datamem._01162_,2.255
datamem._01207_,2.255
datamem._01355_,2.255
datamem._01480_,2.255
datamem._01489_,2.255
datamem._01742_,2.255
datamem._01778_,2.255
datamem._01803_,2.255
datamem._01854_,2.255
datamem._02025_,2.255
datamem._02103_,2.255
datamem._02105_,2.255
datamem._02453_,2.255
datamem._02500_,2.255
datamem._02683_,2.255
datamem._02786_,2.255
datamem._03055_,2.255
datamem._03262_,2.255
datamem._03319_,2.255
datamem._03334_,2.255
datamem._03490_,2.255
datamem._03545_,2.255
datamem._03580_,2.255
datamem._03644_,2.255
datamem._03662_,2.255
datamem._03672_,2.255
datamem._03906_,2.255
datamem._04013_,2.255
datamem._04014_,2.255
datamem._04032_,2.255
datamem._05143_,2.18
datamem._11371_,2.18
datamem._11814_,2.18
datamem._11908_,2.18
dp.funit.S\[13\],2.18
dp.funit.S\[31\],2.18
dp.funit.S\[5\],2.18
dp.funit.alu.rcas.ripple\[28\].full_adder._2_,2.18
net457,2.18
dp.regfile._04086_,2.18
dp.regfile._04292_,2.18
dp.regfile._04349_,2.18
cu.instIDEX.D\[6\],2.16
net258,2.16
cu.pcIDEX.D\[19\],2.16
cu.pc_updater._171_,2.16
cu.pc_updater.adder.ripple\[20\].full_adder._1_,2.16
cu.pc_updater.adder.ripple\[3\].full_adder._1_,2.16
datamem._04293_,2.16
datamem._04302_,2.16
datamem._04342_,2.16
datamem._04386_,2.16
datamem._04424_,2.16
datamem._04721_,2.16
datamem._04789_,2.16
datamem._04821_,2.16
datamem._04860_,2.16
datamem._04942_,2.16
datamem._05049_,2.16
datamem._05073_,2.16
datamem._05393_,2.16
datamem._05941_,2.16
datamem._06538_,2.16
datamem._06756_,2.16
datamem._06778_,2.16
datamem._06965_,2.16
datamem._06993_,2.16
datamem._07053_,2.16
datamem._07069_,2.16
datamem._07073_,2.16
datamem._07131_,2.16
datamem._07243_,2.16
datamem._07259_,2.16
datamem._07365_,2.16
datamem._07384_,2.16
datamem._07655_,2.16
datamem._07809_,2.16
datamem._07938_,2.16
datamem._08151_,2.16
datamem._08171_,2.16
datamem._08234_,2.16
datamem._08472_,2.16
datamem._09043_,2.16
datamem._09054_,2.16
datamem._09102_,2.16
datamem._09142_,2.16
datamem._09270_,2.16
datamem._09274_,2.16
datamem._09368_,2.16
datamem._09705_,2.16
datamem._09731_,2.16
datamem._09824_,2.16
datamem._10111_,2.16
datamem._10172_,2.16
datamem._10301_,2.16
datamem._10332_,2.16
datamem._10335_,2.16
datamem._10351_,2.16
datamem._10394_,2.16
datamem._10551_,2.16
datamem._10716_,2.16
datamem._10748_,2.16
datamem._10810_,2.16
datamem._10882_,2.16
datamem._11007_,2.16
datamem._11062_,2.16
datamem._11158_,2.16
datamem._11929_,2.16
datamem._12273_,2.16
datamem._12303_,2.16
datamem._12347_,2.16
datamem._12525_,2.16
datamem._12634_,2.16
datamem._12796_,2.16
datamem.mem\[119\]\[1\],2.16
datamem.mem\[14\]\[26\],2.16
datamem.mem\[93\]\[18\],2.16
datamem.mem\[93\]\[20\],2.16
dp._0236_,2.16
dp._0293_,2.16
dp._0381_,2.16
dp._0446_,2.16
dp.funit.alu.lu._092_,2.16
dp.funit.alu.rcas.ripple\[21\].full_adder._2_,2.16
dp.funit.s._011_,2.16
dp.funit.s.sr.genblk1\[2\].genblk1\[0\].genblk1.mx._0_,2.16
dp.funit.s.sr.genblk1\[3\].genblk1\[2\].genblk1.mx._0_,2.16
dp.funit.s.sr.genblk1\[4\].genblk1\[14\].genblk1.mx.o_mux,2.16
dp.funit.s.sr.genblk1\[4\].genblk1\[7\].genblk1.mx._0_,2.16
net288,2.16
net296,2.16
net307,2.16
net915,2.16
net940,2.16
net952,2.16
net979,2.16
net1027,2.16
net1050,2.16
net1056,2.16
net1079,2.16
net1112,2.16
net1130,2.16
net1136,2.16
net1201,2.16
net1215,2.16
net1257,2.16
net1281,2.16
net1291,2.16
net418,2.16
net449,2.16
net511,2.16
net594,2.16
net609,2.16
net611,2.16
net621,2.16
net641,2.16
net830,2.16
net359,2.16
dp.regfile._01058_,2.16
dp.regfile._01073_,2.16
dp.regfile._01090_,2.16
dp.regfile._01117_,2.16
dp.regfile._01143_,2.16
dp.regfile._01153_,2.16
dp.regfile._01159_,2.16
dp.regfile._01229_,2.16
dp.regfile._01232_,2.16
dp.regfile._01233_,2.16
dp.regfile._01273_,2.16
dp.regfile._01288_,2.16
dp.regfile._01321_,2.16
dp.regfile._01350_,2.16
dp.regfile._01381_,2.16
dp.regfile._01385_,2.16
dp.regfile._01395_,2.16
dp.regfile._01445_,2.16
dp.regfile._01446_,2.16
dp.regfile._01529_,2.16
dp.regfile._01585_,2.16
dp.regfile._01601_,2.16
dp.regfile._01606_,2.16
dp.regfile._01613_,2.16
dp.regfile._01615_,2.16
dp.regfile._01619_,2.16
dp.regfile._01625_,2.16
dp.regfile._01732_,2.16
dp.regfile._01775_,2.16
dp.regfile._01791_,2.16
dp.regfile._01801_,2.16
dp.regfile._01813_,2.16
dp.regfile._01925_,2.16
dp.regfile._01935_,2.16
dp.regfile._01936_,2.16
dp.regfile._01948_,2.16
dp.regfile._02163_,2.16
dp.regfile._02164_,2.16
dp.regfile._02306_,2.16
dp.regfile._02374_,2.16
dp.regfile._02583_,2.16
dp.regfile._02616_,2.16
dp.regfile._02835_,2.16
dp.regfile._03065_,2.16
dp.regfile._03189_,2.16
dp.regfile._03218_,2.16
dp.regfile._03557_,2.16
dp.regfile._03609_,2.16
dp.regfile._03799_,2.16
dp.regfile._03835_,2.16
dp.regfile._04223_,2.16
dp.regfile._04603_,2.16
dp.regfile._04685_,2.16
dp.regfile._04753_,2.16
dp.regfile._05042_,2.16
dp.regfile._05173_,2.16
dp.regfile._05270_,2.16
dp.regfile._05378_,2.16
dp.regfile._05511_,2.16
dp.regfile_wr_din0\[14\],2.16
net1350,2.16
net1361,2.16
net1392,2.16
net1429,2.16
net2633,2.16
net2830,2.16
net2938,2.16
net2978,2.16
net3025,2.16
net3152,2.16
